type,name,lat,long,id,fac,description,abbr,openingtimes,image,link,hideinlhmenu
campus_fac,Islamic Prayer Room,52.62111,1.240591,,,Islamic Prayer Room located in the main Lecture Theatre Block (opposite Lecture Theatre 2).,,"Open for daily prayers from 6am–11pm every day including weekends, via campus card swipe access",,https://portal.uea.ac.uk/multifaith/faiths/islamic,
campus_fac,Islamic Prayer Hall,52.624249,1.245454,,,"The main hall at Blackdale is available for prayers for staff and students on Fridays

",,Friday 12-3pm,,https://portal.uea.ac.uk/multifaith/faiths/islamic,
campus_fac,Colney Lane Pavillion,52.621601,1.224147,,,Colney Lane Pavillion,,,,,
campus_fac,Congregation Hall,52.621994,1.242635,,,,C.HALL,,,,
campus_fac,Council House,52.622192,1.24123,,,,"REG C. CHAMBER
",,,,
campus_fac,Student Support Centre,52.621071,1.241466,,,"The Student Support Service offers a range of professional, proactive and approachable services for students.",SSS,Monday to Friday 0900-1700,,https://portal.uea.ac.uk/student-support-service,
campus_fac,Dev Farm,52.61940611,1.246615648,,,,,,,,y
campus_fac,Earlham Park,52.624298,1.234428,,,,,,,,
campus_fac,International Standard Athletics Track,52.624832,1.24212,,,,,,,,
campus_fac,The Nick Rayns LCR,52.621426,1.24179,,,"The Nick Rayns LCR has been voted as the best student venue in the country by the music industry's Live! magazine. Each year it plays host to well known bands such as Public Enemy, Sterephonics, Kasabian, Amy Winehouse and The Ting Tings amongst others. For full LCR listings click <a href='http://www.ueastudent.com/ents/entsFeatures/studentnights/index_html'>LCR Nights</a>",LCR,,,,
campus_fac,Norfolk and Norwich University Hospital,52.617783,1.220984,,,,,,,,
campus_fac,UEA Nursery,52.623611,1.246562,,,UEA Nursery is a full day care Nursery offering care for babies from 6 weeks and children until starting school. ,,,,http://www.uea.ac.uk/nursery,
campus_fac,The Lodge (Security),52.623119,1.240532,,,"The Lodge (Security) provides a 24-hour point of contact for those seeking advice or assistance and to keep the campus safe, security staff maintain close liaison with the local police. ",help,24 / 7,,,
campus_fac,Sportspark,52.624466,1.240854,,,"The Sportspark is East Anglia's largest swimming and sports centre. It includes an olympic sized swimming pool, an eight lane international standard athletics track, Norfolk's largest indoor climbing wall, a state of the art fitness centre plus much, much more. For a comprehensive list of all the activities offered at the Sportspark, please click the link above.",SP,,http://www.uea.ac.uk/polopoly/polopoly_fs/1.110687.LATEST!imageManager/3145070167.jpg,http://www.sportspark.co.uk/,
campus_fac,Student Union Pub and Bar,52.621544,1.241231,,,"The Union Pub and Bar is the hub of social life on campus. As well as providing the usual pub services; drinks, snacks, games machines, pool tables and a juke box, it also hosts a wide selection of special events - karaoke, tournaments, promotions, DJ sets and more.",,Monday/Tuesday 11am to 11pm<br>Wednesday 11am - 1pm<br>Thursday/Friday 11am - midnight<br>Saturday - 11am - 11pm<br>Sunday - midday - 11pm,,http://www.ueastudent.com/ents/entsFeatures/unionbars/thebar,
campus_fac,Tennis Courts,52.627033,1.241884,,,,,,,,
campus_fac,The Broad,52.618717,1.241552,,,The man-made lake (broad) on campus is a beautiful place to collect your thoughts and enjoy nature,broad,,http://www.uea.ac.uk/polopoly_fs/1.110909!imageManager/2943990812.jpg,,
campus_fac,The Drama Studio,52.621815,1.242362,,,"The purpose-built 200-seat studio theatre plays host to professional productions, as well as regularly showcasing the work of students studying <a href='http://www.uea.ac.uk/literature/drama'>Drama</a> at UEA.",DRA, ,,,
campus_fac,The Hive,52.62143503,1.24129951,,,"The Hive Bar, situated downstairs in Union House is used in many different ways; as a daytime cafe, a night-time venue for societies and as the second room on our regular student nights.",,Monday - Friday 9am - 5pm term time,,,
campus_fac,The Square,52.621742,1.241021,,,"The Square is located at the heart of the University and a central focal point for the University community. It has recently been regenerated to include new paving, seating and a new central fountain and water feature. ",,,,,
campus_fac,The Street,52.621265,1.241334,,,"On the Street you’ll find a variety of shops including our large food store (complete with Post Office), a Waterstones book shop and Cafe Direct coffee shop. Other facilities on The Street  include a bank and a 24-hour laundrette. There’s also CareerCentral (https://www.uea.ac.uk/careers) the one-stop-shop for anything relating to careers.",,,,,
campus_fac,Union House,52.621559,1.241468,,,,UH,,,,
campus_fac,University Dental Service,52.62341,1.24687,,,University Dental Service,UDS,,,http://www.uea.ac.uk/dentist,
campus_fac,Interdisciplinary Institute,52.62090746,1.242259741,,HUM,"The Interdisciplinary Institute for the Humanities is the home for the innovative Foundation Year in the Humanities and the Liberal Arts BA programme, as well as the MA in Creative Entrepreneurship. We provide an intellectual home for those activities in the Faculty of Arts and Humanities which cross disciplinary boundaries, including the Centre for Japanese Studies (CJS) and the East Anglian Film Archive (EAFA).",,,,https://www.uea.ac.uk/humanities,
campus_fac,Julian Study Centre,52.622151,1.234079,,,,,,,,
campus_fac,Print Services,52.620991,1.241589,,,"Providing a high quality, professional printing service located within Building 18, Suffolk Road",,Monday-Friday 9am - 5pm,,https://portal.uea.ac.uk/print-services,
campus_fac,Safety Services,52.62093,1.2372091,,,Our role is to provide all staff and students at UEA with advice and guidance on safety,,,,https://portal.uea.ac.uk/uss,
car_park, ,52.62335966,1.246079206,,,,,,,,
car_park,Car Park P1,52.6233336,1.24309659,,,P1 &mdash; Main Visitors Car Park,,,,,
car_park,Car Park P10,52.62179652,1.223934889,,,P10 &mdash; Sports Pavilion Car Park,,,,,
car_park,Car Park P2,52.62225895,1.23360157,,,P2 &mdash; West Car Park (permit holders only weekday daytime),,,,,
car_park,Car Park P3,52.62216125,1.235951185,,,P3 &mdash; West Car Park (permit holders only weekday daytime),,,,,
car_park,Car Park P3,52.62199191,1.237699986,,,P3 &mdash; West Car Park (permit holders only weekday daytime),,,,,
car_park,Car Park P4,52.62225895,1.239427328,,,P4 &mdash; Permit holders (Pre Booked) visitors only Car Park,,,,,
car_park,Car Park P5,52.62132105,1.235522032,,,P5 &mdash; Central Visitors Car Park (pay &amp; display),,,,,
car_park,Car Park P6,52.62545027,1.240832806,,,P6 &mdash; Sportspark Car Park (Sportspark users only),,,,,
car_park,Car Park P7,52.62053294,1.236079931,,,P7 &mdash; Sainsbury Centre Car Park (visitors only),,,,,
car_park,Car Park P8,52.62470782,1.245177984,,,"P8 &mdash; Blackdale Car Park (scratch cards, pay &amp; display)",,,,,
car_park,Car Park P8,52.62433659,1.246680021,,,"P8 &mdash; Blackdale Car Park (scratch cards, pay &amp; display)",,,,,
car_park,Car Park P9,52.61802,1.223978,,,P9 &mdash; Edith Cavell Building Car Park,,,,,
car_park,Car Park P11,52.626258,1.239379,,,P11 &mdash; Earlham Park / Enterprise Centre Car Park,,,,,
car_park,Car Park P12,52.62826,1.237502,,,P12 &mdash; Village Car Park,,,,,
coach_stop,,52.62291352,1.243799329,,,Coaches: Megabus (London),,,,http://www.uea.ac.uk/estates/transport/Publictransport,
cycle_rack,,52.62130802,1.236152351,,,,,,,,
cycle_rack,,52.62227686,1.243839562,,,,,,,,
cycle_rack,,52.62207658,1.235436201,,,,,,,,
cycle_rack,,52.62172487,1.235715151,,,,,,,,
cycle_rack,,52.62153925,1.236412525,,,,,,,,
cycle_rack,,52.62090746,1.235865355,,,,,,,,
cycle_rack,,52.62270835,1.240763068,,,,,,,,
cycle_rack,,52.62265299,1.240950823,,,,,,,,
cycle_rack,,52.62228826,1.242211461,,,,,,,,
cycle_rack,,52.62384161,1.240720153,,,,,,,,
cycle_rack,,52.6245222,1.240645051,,,,,,,,
cycle_rack,,52.62244783,1.244491339,,,,,,,,
cycle_rack,,52.6223599,1.245601773,,,,,,,,
cycle_rack,,52.62196586,1.245397925,,,,,,,,
cycle_rack,,52.62201145,1.246143579,,,,,,,,
cycle_rack,,52.62294934,1.246798038,,,,,,,,
cycle_rack,,52.62319683,1.246615648,,,,,,,,
cycle_rack,,52.62113217,1.242442131,,,,,,,,
cycle_rack,,52.62187468,1.233971715,,,,,,,,
cycle_rack,,52.62148225,1.237576604,,,,,,,,
cycle_rack,,52.62156204,1.238013804,,,,,,,,
cycle_rack,,52.62084395,1.241326332,,,,,,,,
cycle_repair,Cycle Repair Centre,52.6222,1.2432307,,,"Dr Bike at the Cycle Repair Centre (recycling zone, rear of Congregation Hall)",,"Term Time: Every Tuesday, Wednesday and Thursday 10.00 am until 2.30 pm<br/>
Vacation Period: Tuesday only 10.00 – 2.30 pm",,http://www.uea.ac.uk/estates/transport/cycling,
hub,Arts Hub,52.62187793,1.24024272,,,"For students from AMA, DEV, ECO, HIS, LAW, LDC, PPL studying UG and PG taught courses",,,,,
hub,Elizabeth Fry Hub,52.62153925,1.235387921,,,"For students from BIO, CHE, CMP, ENV, MED, MTH, NBS, PHA, SCI studying UG and PG taught courses",,,,,
hub,ZICER Hub,52.62172487,1.237978935,,,"For students from HSC, EDU, SWK, PSY studying UG and PG taught courses and placements",,,,,
hub,Postgraduate Research Service (PGR),52.621584,1.235687,,,"Postgraduate Research (PGR) provision at the University includes research programmes leading to Masters by Research (MA and MSc), Master of Philosophy (MPhil), Doctor of Philosophy (PhD) and other research-based qualifications across a range of subjects.",,,,https://portal.uea.ac.uk/postgraduate-research,
information,,52.62164671,1.241524816,,,,,,,,
information,,52.62231106,1.241422892,,,,,,,,
information,,52.62425518,1.240924001,,,,,,,,
information,,52.62323591,1.24065578,,,,,,,,
launderette,,52.620892,1.241965,,,,,,,,
launderette,,52.62357784,1.246588826,,,,,,,,
launderette,,52.62886,1.237107,,,,,,,,
level_access,,52.62326522,1.246765852,,,,,,,,
lift,,52.61939308,1.223081946,,,,,,,,
lift,,52.62190073,1.235055327,,,,,,,,
lift,,52.6219854,1.23618722,,,,,,,,
lift,,52.62176069,1.238198876,,,,,,,,
lift,,52.62168579,1.239239573,,,,,,,,
lift,,52.62200168,1.239995956,,,,,,,,
lift,,52.62229152,1.240494847,,,,,,,,
lift,,52.62145132,1.241219044,,,,,,,,
lift,,52.62424215,1.24120295,,,,,,,,
lift,,52.6233336,1.245430112,,,,,,,,
lift,,52.62079022,1.241160035,,,,,,,,
lift,,52.62151319,1.240639687,,,,,,,,
lift,,52.62111914,1.237469316,,,,,,,,
lift,,52.62080324,1.236428618,,,,,,,,
lift,,52.62023658,1.235157251,,,,,,,,
lift,,52.62117776,1.240639687,,,,,,,,
lift,,52.62087489,1.240848899,,,,,,,,
lift,,52.62227849,1.242498457,,,,,,,,
lift,,52.62158158,1.235776842,,,,,,,,
lift,,52.62240061,1.241283417,,,,,,,,
medical,University Medical Services,52.62342316,1.246899962,,,UEA houses a  <a href='http://www.umsuea.co.uk/'>Medical Centre</a> to facilitate the students on its campus. ,,"Mon        0830-1830 hrs         
Tue        0830-2000 hrs         
Wed        0830-1830 hrs         
Thu        0830-1830 hrs         
Fri        0830-1830 hrs         
Sat        0830-1200 hrs        Pre-booked appointments only",http://www.uea.ac.uk/polopoly/polopoly_fs/1.110657.LATEST!imageManager/3109042611.jpg,http://www.umsuea.co.uk/,
motorcycle_parking,,52.62296562,1.241900325,,,,,,,,
motorcycle_parking,,52.62151645,1.239776015,,,,,,,,
motorcycle_parking,,52.62227523,1.239244938,,,,,,,,
motorcycle_parking,,52.622109,1.236678,,,,,,,,
museum,Sainsbury Centre for Visual Arts,52.620365,1.234653,,,,SCVA,,http://www.uea.ac.uk/polopoly/polopoly_fs/1.110664.LATEST!imageManager/2372453709.jpg,,
pay_station,,52.62127872,1.235902905,,,,,,,,
pay_station,,52.62207007,1.238102317,,,,,,,,
pay_station,,52.6228549,1.241573095,,,,,,,,
pay_station,,52.62310891,1.244673729,,,,,,,,
pay_station,,52.62453197,1.245000958,,,,,,,,
pc_spaces,Arts Block (Total),52.62185,1.2401,arts,,,,,,,
pc_spaces,Arts Room 1.01,52.6219,1.23994,3/1.01,,,,,,,
pc_spaces,Arts Room 1.02,52.62194,1.23987,3/1.02,,,,,,,
pc_spaces,Arts Room 1.03,52.62199,1.2398,3/1.03,,,,,,,
pc_spaces,Arts Room 1.04,52.62204,1.23997,3/1.04,,,,,,,
pc_spaces,Arts Room 1.05,52.62199,1.24004,3/1.05,,,,,,,
pc_spaces,ITCS Building (Total),52.62134,1.23953,itcs,,,,,,,
pc_spaces,ITCS Floor 0 Teaching Room,52.6214,1.23946,12/0.17,,,,,,,
pc_spaces,ITCS Floor 01 Teaching Room,52.62139,1.23934,12/01.26,,,,,,,
pc_spaces,ITCS Group Study Room (Floor 01),52.62131,1.23967,12/01.02,,,,,,,
pc_spaces,Library Floor 0 (24hour Area),52.620763,1.24121,14/0.24,,,,,,,
pc_spaces,Library Floor 01 (01.29),52.620732,1.240582,14/01.29,,,,,,,
pc_spaces,Library Floor 01 (01.03),52.620732,1.24058,14/01.03,,,,,,,
pc_spaces,Library Floor 1,52.620812,1.240582,14/1.32,,,,,,,
pc_spaces,Library Floor 1 (24hour Area),52.620878,1.24121,14/1.33,,,,,,,
pc_spaces,Library Floor 2,52.620891,1.240582,14/2.33,,,,,,,
pc_spaces,Library Floor 3,52.620968,1.240582,14/3.33,,,,,,,
pc_spaces,Library Building (Total),52.621,1.24084,library,,,,,,,
ramped_access,,52.62130477,1.238451004,,,,,,,,
ramped_access,,52.62186816,1.239298582,,,,,,,,
ramped_access,,52.62169231,1.23940587,,,,,,,,
ramped_access,,52.62200494,1.2397331,,,,,,,,
ramped_access,,52.62199843,1.240151525,,,,,,,,
ramped_access,,52.62136664,1.239792109,,,,,,,,
ramped_access,,52.62145783,1.240022779,,,,,,,,
ramped_access,,52.62210589,1.240752339,,,,,,,,
recycle_centre,,52.62230129,1.240650415,,,,,,,,
recycle_centre,,52.62126569,1.241841316,,,,,,,,
sculpture,Draped Reclining Woman,52.62077231,1.233668625,86,,"Draped Reclining Woman. Henry Moore (1898-1986). England. 1957-58. Bronze, edition 4/6. w. 205 cm. Acquired from the artist 1960. Robert and Lisa Sainsbury Collection. UEA 86.",,,,,
sculpture,Extrapolation,52.62068,1.24005,,,,,,,,
sculpture,One for Bristol,52.62073,1.24269,41399,,"One for Bristol, John Hoskin (1921-1990), England, 1968, Stainless steel, painted steel, University General & Vice-Chancellor's Collection UEA 41399",,,http://www.adlib.uea.ac.uk/wwwopac/wwwopac.exe?thumbnail=C:\inetpub\wwwroot\adlib\database\Images\Temp%20images\Uni%20Ab%20and%20Cons\41399.jpg&outputtype=image/jpeg&xsize=150&dontkeepaspectratio=0&fullimage=1,,
sculpture,Proximity  ,52.62008026,1.237555146,31418,,"Ian Tyson, Proximity, 2006, Painted steel, University Collection of Abstract and Constrctivist Art, Gifted by Anne Dilman in memory of her late husband Professor Ilham Dilman, UEA 31418",,,http://www.adlib.uea.ac.uk/wwwopac/wwwopac.exe?thumbnail=C:\inetpub\wwwroot\adlib\database\Images\jpegs_Uni%20Ab%20and%20Cons\31418a.jpg&outputtype=image/jpeg&xsize=150&dontkeepaspectratio=0&fullimage=1,,
sculpture,Reclining Figure ,52.62003466,1.23601824,85,,"Reclining Figure. Henry Moore (1898-1986). England. 1956-62. Bronze, edition 4/8. w. 228 cm. Acquired from the artist 1962. Robert and Lisa Sainsbury Collection. UEA 85.",,,,,
sculpture,"Sculpture 1964 (""Variations on a Square"")",52.62035219,1.240586042,41289,,"Sculpture 1964. Henry Clyne. 1964. Brass, brazed copper, steel. Acquired 1964. UEA 41289",,,http://www.adlib.uea.ac.uk/wwwopac/wwwopac.exe?thumbnail=C:\inetpub\wwwroot\adlib\database\Images\Temp%20images\VC%20Collection\41289%20Clyne.jpg&outputtype=image/jpeg&xsize=150&dontkeepaspectratio=0&fullimage=1,,
sculpture,Two Piece Reclining Figure No. 3,52.62075928,1.234934628,,,,,,,,
stairs,,52.62217102,1.242324114,,,,,,,,
stairs,,52.62197563,1.243820786,,,,,,,,
stairs,,52.62148063,1.244700551,,,,,,,,
stairs,,52.62138944,1.244968772,,,,,,,,
stairs,,52.62066158,1.240237355,,,,,,,,
stairs,,52.62058016,1.239593625,,,,,,,,
stairs,,52.62031148,1.236425936,,,,,,,,
stairs,,52.6207088,1.24157846,,,,,,,,
stairs,,52.62144155,1.242080033,,,,,,,,
stairs,,52.62070554,1.241583824,,,,,,,,
stairs,,52.621483,1.240428,,,,,,,,
stairs,,52.62086512,1.240671873,,,,,,,,
stairs,,52.62064367,1.234610081,,,,,,,,
stairs,,52.62023658,1.235318184,,,,,,,,
stairs,,52.62158809,1.235634685,,,,,,,,
stairs,,52.62197889,1.23636961,,,,,,,,
stairs,,52.62397513,1.241149306,,,,,,,,
stairs,,52.62443428,1.241101027,,,,,,,,
stairs,,52.62432356,1.246004105,,,,,,,,
stairs,,52.6233564,1.247050166,,,,,,,,
stairs,,52.62333035,1.245279908,,,,,,,,
stairs,,52.62223941,1.241186857,,,,,,,,
stairs,,52.61947125,1.223033667,,,,,,,,
stairs,,52.62222639,1.241197586,,,,,,,,
stairs,,52.62143015,1.241683066,,,,,,,,
stairs,,52.621248,1.239619,,,,,,,,
stairs,,52.621248,1.239721,,,,,,,,
stairs,,52.621351,1.23967,,,,,,,,
stairs,,52.621184,1.239675,,,,,,,,
taxi,Taxi drop off point,52.6232294,1.240650415,,,,,,,,
telephone,,52.62199,1.24004,,,,,,,,
toilets,,52.62204,1.23997,,,,,,,,
toilets,,52.62199,1.2398,,,,,,,,
toilets,,52.62194,1.23987,,,,,,,,
toilets,,52.6219,1.23994,,,,,,,,
toilets,,52.62185,1.2401,,,,,,,,
toilets,,52.620968,1.240582,,,,,,,,
toilets,,52.620891,1.240582,,,,,,,,
toilets,,52.620812,1.240582,,,,,,,,
toilets,,52.620878,1.24121,,,,,,,,
toilets,,52.620763,1.24121,,,,,,,,
gn_toilets,,52.620732,1.240582,,,"Toilets: 14/01.32, 14/01.33, 14/1.28, 14/1.29, 14/2.36, 14/2.37, 14/3.36, 14/3.37",,,,,
toilets,,52.621,1.24084,,,,,,,,
toilets,,52.623329,1.240363,,,,,,,,
toilets,,52.62227,1.2434,,,,,,,,
toilets,,52.621968,1.234111,,,,,,,,
gn_toilets,,52.619782,1.218742,,,"Toilets: 214/2.46, 214/2.47",,,,,
gn_toilets,,52.61982,1.21888,,,Toilet: 214/1.33,,,,,
gn_toilets,,52.621512,1.241407,,,"Toilets: 17/01.13 (12 toilets), 17/0.13 (14 toilets), 17/0.22 (13 toilets)",,,,,
gn_toilets,,52.622166,1.242342,,,Toilet: 23/01.16,,,,,
gn_toilets,,52.625618,1.236846,,,Toilet: 40/0.07A,,,,,
gn_toilets,,52.619255,1.223285,,,Toilet: 209/0.04,,,,,
gn_toilets,,52.621569,1.235628,,,"Toilets: 11/01.16, 11/0.20, 11/1.35, 11/2.31",,,,,
gn_toilets,,52.622224,1.234041,,,"Toilets: 57/1.06, 57/2.06, 57/3.05",,,,,
gn_toilets,,52.621903,1.23485,,,Toilets: 43/0.06,,,,,
gn_toilets,,52.621141,1.236094,,,Toilets: 10/2.25,,,,,
gn_toilets,,52.622442,1.241434,,,Toilets: 2/0.04,,,,,
gn_toilets,,52.62103,1.237514,,,Toilets: 5/3.01,,,,,
gn_toilets,,52.623089,1.240509,,,Toilets: 1/01.03A,,,,,
gn_toilets,,52.620155,1.240323,,,Toilets: 105/2.C02,,,,,
gn_toilets,,52.621989,1.236095,,,Toilet: 52/01.03,,,,,
gn_toilets,,52.621735,1.238086,,,Toilet: 44/01.15,,,,,
shower,,52.619385,1.218393,,,"Cycle to Work showers: 214/0.32,0.33, 1.09, 1.10, 1.34, 2.34, 2.44",,,,,
shower,,52.619322,1.222944,,,"Cycle to Work showers: Student showers 209/01.05A, 01.05B, 01.05C [disabled shower], Staf showers 209/1.15A, 2.11A",,,,,
shower,,52.622185,123402,,,"Cycle to Work showers: 57/0.06A [male shower], 0.07A [female shower]",,,,,
shower,,52.62198,1.236176,,,"Cycle to Work shower: 52/01.01 [disabled shower], 01.02",,,,,
shower,,52.621885,1.234787,,,"Cycle to Work shower: 43/0.03B [male shower], 0.05B [female shower]",,,,,
shower,,52.621723,1.238039,,,Cycle to Work shower: 44/02.08,,,,,
shower,,52.621563,1.23623,,,"Cycle to Work shower: 10/0.31 [male shower], 0.35 [female shower]",,,,,
shower,,52.620677,1.23616,,,"Cycle to Work shower: 6/0.52 [male shower & disabled shower], 1.57 [female & disabled shower]",,,,,
shower,,52.621781,1.240141,,,Cycle to Work shower: 3/01.22 [disabled shower],,,,,
shower,,52.622404,1.241411,,,Cycle to Work shower: 2/0.07,,,,,
construction,Earlham Hall stable block & courtyard ,52.625607,1.237271,,,"Refurbishment of the building structure, interior and new accessible lift. Expected completion in Spring (Mar) 2017. Estates contact: r.loveland@uea.ac.uk",,,,https://lred.uea.ac.uk/web/hub/estates/improving-your-campus/current-works/-/asset_publisher/sSXAwYIZMu7x/content/earlham-hall-stable-block-courtyard-development?inheritRedirect=false&redirect=https%3A%2F%2Flred.uea.ac.uk%3A443%2Fweb%2Fhub%2Festates%2Fimproving-your-campus%2Fcurrent-works%3Fp_p_id%3D101_INSTANCE_sSXAwYIZMu7x%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-3%26p_p_col_count%3D1,
construction,Sports field development,52.620663,1.227915,,,"In partnership with Norwich Rugby Football Club. Proposals include pitches, clubhouse, car and coach parking areas and storage facility. Estates contact: r.loveland@uea.ac.uk",,,,https://portal.uea.ac.uk/estates/improving-your-campus/current-works/-/asset_publisher/sSXAwYIZMu7x/content/proposed-relocation-of-norwich-rufc-to-uea?inheritRedirect=false&redirect=https%3A%2F%2Fportal.uea.ac.uk%2Festates%2Fimproving-your-campus%2Fcurrent-works%3Fp_p_id%3D101_INSTANCE_sSXAwYIZMu7x%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-3%26p_p_col_count%3D1,
construction,New CHP engines,52.622262,1.238725,,,Replacement of 2 combined heat & power (CHP) engines in Energy Facility 1 (Maintenance Building). Completion by summer 2017. Estates contact: neil.wilson@uea.ac.uk,,,,,
construction,SCI re-roofing & plant modifications,52.62093,1.237292,,,Re-roofing of Faculty of Science and technical review of the BIO extract systems. Works will run Jan 2016 to Aug 2017. Estates contact: philip.page@uea.ac.uk ,,,,https://portal.uea.ac.uk/estates/improving-your-campus/current-works/-/asset_publisher/sSXAwYIZMu7x/content/sci-re-roofing-plant-modifications?inheritRedirect=false&redirect=https%3A%2F%2Fportal.uea.ac.uk%2Festates%2Fimproving-your-campus%2Fcurrent-works%3Fp_p_id%3D101_INSTANCE_sSXAwYIZMu7x%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-3%26p_p_col_count%3D1,
construction,SCI teaching building,52.621871,1.233258,,,Feasibility study for construction of new building on site of existing Chancellors Drive Annexe. Estates contact: neil.wilson@uea.ac.uk,,,,,
construction,Constable Terrace re-roofing,52.621197,1.234927,,,Re-roofing of the east wing (nearest Queens Building). Project runs 10 Oct to mid-Feb 2017. Estates contact: philip.page@uea.ac.uk ,,,,https://portal.uea.ac.uk/estates/improving-your-campus/current-works/-/asset_publisher/sSXAwYIZMu7x/content/constable-terrace-re-roofing?inheritRedirect=false&redirect=https%3A%2F%2Fportal.uea.ac.uk%2Festates%2Fimproving-your-campus%2Fcurrent-works%3Fp_p_id%3D101_INSTANCE_sSXAwYIZMu7x%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-3%26p_p_col_count%3D1,
construction,Oak / Larch refurbishments,52.628124,1.236606,,,Refurbishment of study bedrooms. 17 Dec to 13 Jan  Estates contact: philip.page@uea.ac.uk,,,,https://portal.uea.ac.uk/estates/improving-your-campus/current-works/-/asset_publisher/sSXAwYIZMu7x/content/refurbishment-of-study-bedrooms-in-the-village?inheritRedirect=false&redirect=https%3A%2F%2Fportal.uea.ac.uk%2Festates%2Fimproving-your-campus%2Fcurrent-works%3Fp_p_id%3D101_INSTANCE_sSXAwYIZMu7x%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-3%26p_p_col_count%3D1,
construction,Broadview Lodge shower pods,52.621415,1.243429,,,Pilot scheme for an integrated shower pod with potential roll out to Nelson Court & Constable Terrace. 19 Dec to 31 Mar. Estates contact: philip.page@uea.ac.uk ,,,,https://portal.uea.ac.uk/estates/improving-your-campus/current-works/-/asset_publisher/sSXAwYIZMu7x/content/broadview-lodge-shower-pod-replacement?inheritRedirect=false&redirect=https%3A%2F%2Fportal.uea.ac.uk%2Festates%2Fimproving-your-campus%2Fcurrent-works%3Fp_p_id%3D101_INSTANCE_sSXAwYIZMu7x%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-3%26p_p_col_count%3D1,
construction,Council Chamber AHU replacement,52.622098,1.241117,,,Replacement of air handling units. 5 Nov to 9 Jan Estates contact: r.loveland@uea.ac.uk,,,,https://lred.uea.ac.uk/web/hub/estates/improving-your-campus/current-works/-/asset_publisher/sSXAwYIZMu7x/content/council-chamber-ahu-replacement?inheritRedirect=false&redirect=https%3A%2F%2Flred.uea.ac.uk%2Fweb%2Fhub%2Festates%2Fimproving-your-campus%2Fcurrent-works%3Fp_p_id%3D101_INSTANCE_sSXAwYIZMu7x%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-3%26p_p_col_count%3D1,
disabledgo,Constable Terrace,52.621183,1.234787,,,Disabled Go,,,,http://www.disabledgo.com/access-guide/university-of-east-anglia/constable-terrace-2,
disabledgo,Barclays,52.621062,1.241564,,,Disabled Go,,,,http://www.disabledgo.com/access-guide/university-of-east-anglia/barclays-bank-2,
disabledgo,School of Biological Sciences,52.620636,1.236483,,,Disabled Go,,,,http://www.disabledgo.com/access-guide/university-of-east-anglia/biological-sciences-2,
disabledgo,Biomedical Research Centre,52.620935,1.236466,,,Disabled Go,,,,http://www.disabledgo.com/access-guide/university-of-east-anglia/biomedical-research-centre-2,
disabledgo,Broadview Lodge,52.621343,1.243363,,,Disabled Go,,,,http://www.disabledgo.com/access-guide/university-of-east-anglia/broadview-lodge-3,
disabledgo,Browne House,52.622477,1.247305,,,Disabled Go,,,,http://www.disabledgo.com/access-guide/university-of-east-anglia/browne-house-2,
disabledgo,Career Central,52.621273,1.241138,,,Disabled Go,,,,http://www.disabledgo.com/access-guide/university-of-east-anglia/career-central-2,
disabledgo,Careers Central Plus,52.62065,1.241724,,,Disabled Go,,,,http://www.disabledgo.com/access-guide/university-of-east-anglia/careers-central-plus-2,
disabledgo,Chemistry and Pharmacy,52.621547,1.239248,,,Disabled Go,,,,http://www.disabledgo.com/access-guide/university-of-east-anglia/chemistry-and-pharmacy-2,
disabledgo,Climatic Research Unit,52.621776,1.238567,,,Disabled Go,,,,http://www.disabledgo.com/access-guide/university-of-east-anglia/climatic-research-unit-2,
disabledgo,Student Support Centre,52.621087,1.241455,,,Disabled Go,,,,http://www.disabledgo.com/access-guide/university-of-east-anglia/dean-of-students-office-2,
disabledgo,Dental Practice,52.623422,1.246884,,,Disabled Go,,,,http://www.disabledgo.com/access-guide/university-of-east-anglia/dental-practice-2,
disabledgo,Dr Bike Repair Centre,52.622198,1.243165,,,Disabled Go,,,,http://www.disabledgo.com/access-guide/university-of-east-anglia/dr-bike-repair-centre,
disabledgo,Drama Studio,52.621824,1.242499,,,Disabled Go,,,,http://www.disabledgo.com/access-guide/university-of-east-anglia/drama-studio-2,
disabledgo,Estates and Buildings,52.62213,1.238192,,,Disabled Go,,,,http://www.disabledgo.com/access-guide/university-of-east-anglia/estates-and-buildings,
disabledgo,Kett House,52.622908,1.247133,,,Disabled Go,,,,http://www.disabledgo.com/access-guide/university-of-east-anglia/kett-house-2,
